date,1. open,2. high,3. low,4. close,5. volume
2025-03-10 19:45:00,377.8,378.0,376.81,377.45,13733.0
2025-03-10 19:30:00,377.68,378.0,376.76,377.3,26527.0
2025-03-10 19:15:00,378.3,378.75,377.25,378.0,13489.0
2025-03-10 19:00:00,379.35,379.46,378.02,378.61,5116.0
2025-03-10 18:45:00,380.16,381.0,379.11,379.32,4716.0
2025-03-10 18:30:00,379.69,381.0,379.4,380.88,8600.0
2025-03-10 18:15:00,379.3,380.7,379.3,379.5382,11629.0
2025-03-10 18:00:00,379.64,381.19,379.27,379.46,32426.0
2025-03-10 17:45:00,380.25,380.83,379.27,379.61,9589.0
2025-03-10 17:30:00,380.255,380.53,380.0,380.34,11332.0
2025-03-10 17:15:00,380.5,380.65,380.18,380.35,8016.0
2025-03-10 17:00:00,406.937,406.937,366.2506,380.5,14038.0
2025-03-10 16:45:00,381.15,405.2282,370.2574,381.11,12747.0
2025-03-10 16:30:00,381.26,381.43,380.16,381.1,98408.0
2025-03-10 16:15:00,381.01,382.91,379.335,381.38,146880.0
2025-03-10 16:00:00,380.27,381.42,380.16,381.05,12223545.0
2025-03-10 15:45:00,378.66,380.8,378.4009,380.24,2622658.0
2025-03-10 15:30:00,378.41,380.34,378.4,378.7,1359843.0
2025-03-10 15:15:00,378.18,379.585,377.9434,378.445,1214418.0
2025-03-10 15:00:00,378.66,379.07,377.22,378.24,1046220.0
2025-03-10 14:45:00,379.69,380.03,378.59,378.675,515596.0
2025-03-10 14:30:00,379.91,380.24,379.13,379.74,479521.0
2025-03-10 14:15:00,379.414,380.04,379.25,379.91,527209.0
2025-03-10 14:00:00,379.39,380.21,378.22,379.36,891103.0
2025-03-10 13:45:00,379.4259,379.95,378.9,379.43,539308.0
2025-03-10 13:30:00,380.52,380.72,379.04,379.43,579280.0
2025-03-10 13:15:00,380.8,381.33,380.37,380.5,571960.0
2025-03-10 13:00:00,380.9,381.33,379.89,380.84,620310.0
2025-03-10 12:45:00,380.3,381.58,380.21,380.93,568294.0
2025-03-10 12:30:00,381.99,382.64,380.15,380.295,658252.0
2025-03-10 12:15:00,382.355,382.3958,380.66,381.9272,507587.0
2025-03-10 12:00:00,380.81,382.41,380.75,382.3993,588030.0
2025-03-10 11:45:00,381.49,382.2,380.215,380.878,878410.0
2025-03-10 11:30:00,380.73,381.89,380.26,381.43,921010.0
2025-03-10 11:15:00,381.55,381.84,379.88,380.68,856657.0
2025-03-10 11:00:00,379.745,381.8299,378.91,381.6,1600079.0
2025-03-10 10:45:00,382.91,383.14,379.48,379.7678,1582431.0
2025-03-10 10:30:00,384.89,385.6999,382.89,383.025,1076221.0
2025-03-10 10:15:00,385.82,386.4,384.87,384.95,656684.0
2025-03-10 10:00:00,385.21,386.0,384.3136,385.88,1041108.0
2025-03-10 09:45:00,384.61,385.94,383.3,385.24,999844.0
