date,1. open,2. high,3. low,4. close,5. volume
2025-03-10 19:45:00,147.93,148.99,147.25,148.99,716.0
2025-03-10 19:30:00,147.88,147.93,147.12,147.92,154.0
2025-03-10 19:15:00,147.97,147.98,147.0,147.98,208.0
2025-03-10 19:00:00,147.62,147.99,147.6,147.61,522301.0
2025-03-10 18:45:00,145.0,147.0,145.0,147.0,3.0
2025-03-10 18:30:00,147.62,147.99,145.0,147.66,522244.0
2025-03-10 18:15:00,147.94,147.99,147.9153,147.9153,267.0
2025-03-10 18:00:00,147.62,147.99,147.0,147.99,663.0
2025-03-10 17:45:00,147.62,147.76,147.0001,147.62,59.0
2025-03-10 17:30:00,147.62,147.77,145.0,147.0,62.0
2025-03-10 17:15:00,147.72,147.75,147.0,147.62,146.0
2025-03-10 17:00:00,147.62,147.76,147.0,147.74,19.0
2025-03-10 16:45:00,149.25,149.25,147.5,147.77,72.0
2025-03-10 16:30:00,147.14,149.25,145.0,147.0,42.0
2025-03-10 16:15:00,147.62,149.25,147.04,149.25,787.0
2025-03-10 16:00:00,147.61,149.25,145.0,145.0,1697485.0
2025-03-10 15:45:00,147.48,148.24,147.4735,147.65,441209.0
2025-03-10 15:30:00,147.6,148.23,147.28,147.465,183800.0
2025-03-10 15:15:00,147.19,147.94,147.13,147.55,157333.0
2025-03-10 15:00:00,146.68,147.23,146.585,147.19,146166.0
2025-03-10 14:45:00,146.715,146.935,146.525,146.68,142898.0
2025-03-10 14:30:00,146.7,146.96,146.57,146.715,125289.0
2025-03-10 14:15:00,146.614,146.97,146.55,146.63,126011.0
2025-03-10 14:00:00,147.43,147.55,146.57,146.68,109196.0
2025-03-10 13:45:00,147.51,147.665,147.03,147.4,129438.0
2025-03-10 13:30:00,148.28,148.296,147.19,147.515,96107.0
2025-03-10 13:15:00,148.24,148.71,148.19,148.28,81922.0
2025-03-10 13:00:00,148.405,148.55,147.975,148.1916,102044.0
2025-03-10 12:45:00,148.655,148.91,148.39,148.39,96341.0
2025-03-10 12:30:00,148.59,148.97,148.43,148.655,96272.0
2025-03-10 12:15:00,148.78,148.78,148.11,148.595,101448.0
2025-03-10 12:00:00,148.42,148.82,148.09,148.8,90416.0
2025-03-10 11:45:00,148.54,148.84,148.28,148.415,126629.0
2025-03-10 11:30:00,148.53,149.18,148.45,148.5549,164336.0
2025-03-10 11:15:00,148.11,148.655,148.069,148.53,121573.0
2025-03-10 11:00:00,148.02,148.4,147.87,148.115,127638.0
2025-03-10 10:45:00,146.8,148.09,146.7,148.02,127944.0
2025-03-10 10:30:00,148.26,148.28,146.05,146.757,164616.0
2025-03-10 10:15:00,148.385,148.89,148.08,148.29,198397.0
2025-03-10 10:00:00,147.36,148.475,147.13,148.36,276827.0
2025-03-10 09:45:00,146.54,147.85,146.4501,147.3875,251314.0
2025-03-10 09:30:00,143.47,146.72,143.12,146.68,250065.0
2025-03-10 09:15:00,144.24,144.74,143.01,143.92,2975.0
2025-03-10 09:00:00,144.24,144.8,143.6719,144.26,328.0
2025-03-10 08:45:00,144.66,146.3,143.79,144.74,270696.0
2025-03-10 08:30:00,144.5,144.66,144.29,144.66,174.0
2025-03-10 08:15:00,144.53,144.53,144.0,144.53,220.0
2025-03-10 08:00:00,144.79,146.4,144.41,144.45,431.0
2025-03-10 07:45:00,144.56,144.56,144.52,144.52,51.0
2025-03-10 07:30:00,144.8,144.8,144.53,144.53,12.0
2025-03-10 07:15:00,144.62,144.79,144.55,144.55,194.0
2025-03-10 07:00:00,144.79,144.8,144.52,144.55,189.0
2025-03-10 06:45:00,144.79,144.8,144.79,144.8,54.0
2025-03-10 06:30:00,145.24,145.24,145.24,145.24,16.0
2025-03-10 06:15:00,145.16,145.16,144.62,144.62,3.0
2025-03-10 06:00:00,145.16,145.16,144.64,145.16,13.0
2025-03-10 05:30:00,145.23,145.25,144.99,145.16,115.0
2025-03-10 05:15:00,144.93,144.94,144.66,144.66,21.0
2025-03-10 05:00:00,145.0,145.01,144.83,144.83,224.0
2025-03-10 04:45:00,145.1,145.26,145.0,145.26,211.0
2025-03-10 04:30:00,145.55,145.56,145.55,145.56,2.0
2025-03-10 04:00:00,146.3,146.3,145.9,146.0,39.0
2025-03-07 19:00:00,146.3,146.3,145.4867,145.4867,538198.0
2025-03-07 18:45:00,145.4,145.64,145.4,145.41,16.0
2025-03-07 18:30:00,146.3,146.3,146.3,146.3,538192.0
2025-03-07 18:15:00,146.9,146.9,146.9,146.9,1.0
2025-03-07 18:00:00,146.9,146.9,146.9,146.9,1.0
2025-03-07 17:45:00,145.9,145.9,145.65,145.65,53.0
2025-03-07 17:30:00,146.0,146.0,145.99,145.99,2.0
2025-03-07 17:15:00,144.0,146.3,144.0,145.4,505.0
2025-03-07 17:00:00,145.64,146.9,141.9,141.9,125.0
2025-03-07 16:45:00,145.0,145.0,145.0,145.0,3.0
2025-03-07 16:30:00,146.95,146.95,142.92,146.01,279.0
2025-03-07 16:15:00,146.3,146.9,140.0,146.9,2133.0
2025-03-07 16:00:00,146.255,147.0,145.0,146.02,1959426.0
2025-03-07 15:45:00,145.89,146.8,145.89,146.255,666774.0
2025-03-07 15:30:00,146.3,146.34,145.36,145.91,210597.0
2025-03-07 15:15:00,145.79,146.5,145.51,146.29,213100.0
2025-03-07 15:00:00,144.99,145.99,144.795,145.8,228438.0
2025-03-07 14:45:00,145.51,145.57,144.95,144.96,243067.0
2025-03-07 14:30:00,144.95,145.51,144.84,145.5,160518.0
2025-03-07 14:15:00,144.37,145.25,144.37,144.95,129465.0
2025-03-07 14:00:00,144.32,144.58,143.72,144.4,108795.0
2025-03-07 13:45:00,143.99,144.57,143.88,144.31,130783.0
2025-03-07 13:30:00,143.325,144.22,143.0207,143.985,149239.0
2025-03-07 13:15:00,143.74,143.81,143.09,143.33,105436.0
2025-03-07 13:00:00,142.7,143.84,142.59,143.74,149928.0
2025-03-07 12:45:00,142.31,143.1,142.31,142.7,95992.0
2025-03-07 12:30:00,141.94,142.5,141.76,142.31,134497.0
2025-03-07 12:15:00,141.61,141.98,140.78,141.965,227333.0
2025-03-07 12:00:00,142.2,142.21,141.02,141.6523,265827.0
2025-03-07 11:45:00,142.86,142.89,142.13,142.175,191170.0
2025-03-07 11:30:00,143.11,143.36,142.445,142.89,164165.0
2025-03-07 11:15:00,144.065,144.0711,142.62,143.045,133630.0
2025-03-07 11:00:00,144.285,144.71,144.01,144.01,146841.0
2025-03-07 10:45:00,144.2714,145.01,143.6708,144.28,205030.0
2025-03-07 10:30:00,146.18,146.19,143.91,144.385,291748.0
2025-03-07 10:15:00,146.79,146.81,146.01,146.23,96283.0
2025-03-07 10:00:00,146.635,147.215,146.46,146.8,122826.0
2025-03-07 09:45:00,145.17,147.185,145.17,146.655,153051.0
2025-03-07 09:30:00,144.69,145.9,142.9267,145.195,269641.0
2025-03-07 09:15:00,145.79,145.99,143.79,143.79,5174.0
2025-03-07 09:00:00,146.02,147.0,145.78,145.79,183.0
2025-03-07 08:45:00,146.9999,146.9999,145.68,146.02,257.0
2025-03-07 08:30:00,146.5,147.55,145.844,146.01,3836.0
