date,1. open,2. high,3. low,4. close,5. volume
2025-03-10 19:45:00,138.0,138.0,136.3033,137.99,334.0
2025-03-10 19:30:00,137.73,137.74,137.73,137.73,79.0
2025-03-10 19:15:00,136.07,137.74,136.07,137.74,46.0
2025-03-10 19:00:00,137.36,138.0,136.0,136.0,810521.0
2025-03-10 18:45:00,136.2541,137.74,136.0375,137.5,1037.0
2025-03-10 18:30:00,137.36,137.75,136.91,137.75,810689.0
2025-03-10 18:15:00,137.1913,137.1913,137.1913,137.1913,8.0
2025-03-10 18:00:00,137.59,138.0,137.36,137.94,65.0
2025-03-10 17:45:00,136.0,137.59,136.0,137.59,208.0
2025-03-10 17:30:00,137.49,137.49,137.36,137.36,410.0
2025-03-10 17:15:00,137.3,137.49,136.9685,137.49,44.0
2025-03-10 17:00:00,136.0,137.49,136.0,137.36,23.0
2025-03-10 16:45:00,136.0,137.36,136.0,137.36,3630.0
2025-03-10 16:30:00,136.0,138.0,136.0,138.0,71.0
2025-03-10 16:15:00,137.36,138.005,136.0,136.0,5718.0
2025-03-10 16:00:00,137.38,138.0,136.0609,137.36,2712543.0
2025-03-10 15:45:00,137.165,137.77,137.15,137.38,704522.0
2025-03-10 15:30:00,137.2,137.65,137.12,137.18,206313.0
2025-03-10 15:15:00,136.91,137.66,136.8254,137.18,175459.0
2025-03-10 15:00:00,137.385,137.44,136.84,136.91,291332.0
2025-03-10 14:45:00,138.135,138.15,137.33,137.4,162242.0
2025-03-10 14:30:00,138.59,138.6321,138.04,138.105,155426.0
2025-03-10 14:15:00,138.77,138.77,138.5,138.5925,167100.0
2025-03-10 14:00:00,138.765,138.96,138.71,138.78,154117.0
2025-03-10 13:45:00,138.96,138.99,138.565,138.775,153095.0
2025-03-10 13:30:00,138.98,139.15,138.9,138.97,130788.0
2025-03-10 13:15:00,138.84,139.105,138.75,138.97,144119.0
2025-03-10 13:00:00,138.5,138.87,138.46,138.86,148523.0
2025-03-10 12:45:00,138.655,138.81,138.47,138.505,113654.0
